Prefix,Input_text,Target_text
webNLG,Nortje|Vijay|OUT,"Nortje to Vijay, out Caught by Rabada!! This was inevitable."
webNLG,Axar|du Plessis|OUT,"Axar to du Plessis, out Ruturaj Gaikwad Run Out!! This"
webNLG,Chahar|Prithvi Shaw|FOUR,"Chahar to Prithvi Shaw, FOUR, yup, cover, punch, high-elbows, covers."
webNLG,Chahar|Prithvi Shaw|FOUR,"Chahar to Prithvi Shaw, FOUR, pitched up this time with"
webNLG,Jadeja|Prithvi Shaw|SIX,"Jadeja to Prithvi Shaw, SIX, thumped over long-off. Not quite"
webNLG,Chawla|Dhawan|FOUR,"Chawla to Dhawan, FOUR, pressure on the spinners as the"
webNLG,Chawla|Dhawan|OUT,"Chawla to Dhawan, out Lbw!! Gone! Just the wicket they"
webNLG,Jadeja|Prithvi Shaw|FOUR,"Jadeja to Prithvi Shaw, FOUR, Delhi have just lost a"
webNLG,Chawla|Prithvi Shaw|OUT,"Chawla to Prithvi Shaw, out Stumped!! Chawla gets rid of"
webNLG,Jadeja|Pant|FOUR,"Jadeja to Pant, FOUR, typical Pant. Down on his knee"
webNLG,Chahar|Pant|FOUR,"Chahar to Pant, FOUR, impeccable timing behind this cover drive,"
webNLG,Sam Curran|Pant|FOUR,"Sam Curran to Pant, FOUR, that was not needed. Dhoni"
webNLG,Chahar|Shreyas Iyer|FOUR,"Chahar to Shreyas Iyer, FOUR, not an impressive delivery by"
webNLG,Hazlewood|Pant|FOUR,"Hazlewood to Pant, FOUR, misfield by Kedar Jadhav at sweeper"
webNLG,Hazlewood|Shreyas Iyer|ONE,"Hazlewood to Shreyas Iyer, 1 run, 50-run stand up between"
webNLG,Hazlewood|Pant|FOUR,"Hazlewood to Pant, FOUR, and Pant is exactly doing that."
webNLG,Sam Curran|Shreyas Iyer|OUT,"Sam Curran to Shreyas Iyer, out Caught by Dhoni!! MS"
webNLG,Hazlewood|Pant|FOUR,"Hazlewood to Pant, FOUR, smashed! In the slot outside off"
webNLG,Hazlewood|Stoinis|FOUR,"Hazlewood to Stoinis, FOUR, first-ball four for Stoinis. Shuffles in"
webNLG,Hazlewood|Stoinis|FOUR,"Hazlewood to Stoinis, leg byes, FOUR, runs for Delhi! Fired"
webNLG,Sam Curran|Prithvi Shaw|FOUR,"Sam Curran to Prithvi Shaw, FOUR, 130.1kph, ah, too easy."
webNLG,Sam Curran|Prithvi Shaw|FOUR,"Sam Curran to Prithvi Shaw, FOUR, 120.7kph, goes airy. Curran"
webNLG,Chawla|Prithvi Shaw|FOUR,"Chawla to Prithvi Shaw, FOUR, slashed through the covers .."
webNLG,Chawla|Prithvi Shaw|FOUR,"Chawla to Prithvi Shaw, FOUR, picks the gap behind square,"
webNLG,Jadeja|Dhawan|SIX,"Jadeja to Dhawan, SIX, here's the shackle-breaker. Dhawan finally middles,"
webNLG,Jadeja|Dhawan|FOUR,"Jadeja to Dhawan, FOUR .. and again. Jadeja feeds it"
webNLG,Chawla|Prithvi Shaw|FOUR,"Chawla to Prithvi Shaw, FOUR, top stuff. Chawla gets just"
webNLG,Chawla|Prithvi Shaw|FOUR,"Chawla to Prithvi Shaw, FOUR, googly. But as if Shaw"
webNLG,Jadeja|Prithvi Shaw|ONE,"Jadeja to Prithvi Shaw, 1 run, 96kph, straighter one on"
webNLG,Jadeja|Dhawan|FOUR,"Jadeja to Dhawan, FOUR, it's his turn to inside-out. Steps"
webNLG,Bhuvneshwar|Shubman Gill|FOUR,"Bhuvneshwar to Shubman Gill, FOUR, lovely, not a great ball"
webNLG,Khaleel Ahmed|Narine|OUT,"Khaleel Ahmed to Narine, out Caught by Warner!! The start"
webNLG,Khaleel Ahmed|Shubman Gill|SIX,"Khaleel Ahmed to Shubman Gill, SIX, clubbed, Gill charges down"
webNLG,Rashid Khan|Shubman Gill|FOUR,"Rashid Khan to Shubman Gill, FOUR, breaks the shackles in"
webNLG,T Natarajan|Shubman Gill|FOUR,"T Natarajan to Shubman Gill, FOUR, short delivery outside off"
webNLG,T Natarajan|Shubman Gill|ONE,"T Natarajan to Shubman Gill, 1 run, full toss and"
webNLG,Nabi|Morgan|WIDE,"Nabi to Morgan, wide, again down leg, Morgan misses the"
webNLG,Bhuvneshwar|Shubman Gill|ONE,"Bhuvneshwar to Shubman Gill, 1 run, fifty of the partnership"
webNLG,Bhuvneshwar|Morgan|SIX,"Bhuvneshwar to Morgan, SIX, fuller delivery angled across, Morgan lofts"
webNLG,Rashid Khan|Morgan|FOUR,"Rashid Khan to Morgan, FOUR, tossed up delivery and has"
webNLG,Abhishek Sharma|Shubman Gill|SIX,"Abhishek Sharma to Shubman Gill, SIX, chips down the track"
webNLG,T Natarajan|Morgan|SIX,"T Natarajan to Morgan, SIX, short ball outside off and"
webNLG,T Natarajan|Morgan|FOUR,"T Natarajan to Morgan, FOUR, redemption for KKR! And that"
webNLG,Bhuvneshwar|Nitish Rana|FOUR,"Bhuvneshwar to Nitish Rana, FOUR, cracking shot, hint of width"
webNLG,Bhuvneshwar|Nitish Rana|FOUR,"Bhuvneshwar to Nitish Rana, FOUR, lovely, he's looking in excellent"
webNLG,Khaleel Ahmed|Nitish Rana|FOUR,"Khaleel Ahmed to Nitish Rana, FOUR, top-edge and four, no"
webNLG,Khaleel Ahmed|Nitish Rana|FOUR,"Khaleel Ahmed to Nitish Rana, FOUR, sheer timing from Rana,"
webNLG,Khaleel Ahmed|Nitish Rana|FOUR,"Khaleel Ahmed to Nitish Rana, FOUR, hat-trick of boundaries, short"
webNLG,T Natarajan|Nitish Rana|FOUR,"T Natarajan to Nitish Rana, FOUR, Rana can't do much"
webNLG,T Natarajan|Nitish Rana|OUT,"T Natarajan to Nitish Rana, out Caught by W Saha!!"
webNLG,Khaleel Ahmed|Shubman Gill|FOUR,"Khaleel Ahmed to Shubman Gill, FOUR, short, wide and four,"
webNLG,Khaleel Ahmed|Shubman Gill|FOUR,"Khaleel Ahmed to Shubman Gill, FOUR, back-to-back boundaries - Gill"
webNLG,Rashid Khan|Karthik|OUT,"Rashid Khan to Karthik, out Lbw!! Celeb appeal and the"
webNLG,Rashid Khan|Morgan|FOUR,"Rashid Khan to Morgan, FOUR, nicely played, Morgan brings out"
webNLG,Chakravarthy|Manish Pandey|FOUR,"Chakravarthy to Manish Pandey, FOUR, 101kph, Chakravarthy fires one in"
webNLG,K Nagarkoti|Manish Pandey|FOUR,"K Nagarkoti to Manish Pandey, FOUR, Nagarkoti slightly errs with"
webNLG,Chakravarthy|Manish Pandey|ONE,"Chakravarthy to Manish Pandey, 1 run, 92kph, very full and"
webNLG,Chakravarthy|W Saha|SIX,"Chakravarthy to W Saha, SIX, Saha had to up the"
webNLG,Cummins|Manish Pandey|FOUR,"Cummins to Manish Pandey, FOUR, just wide of mid-off! 135.4kph,"
webNLG,Cummins|Manish Pandey|ONE,"Cummins to Manish Pandey, 1 run, fifty for Manish Pandey!"
webNLG,Russell|Manish Pandey|OUT,"Russell to Manish Pandey, out Caught&Bowled!! A high full toss"
webNLG,Russell|W Saha|FOUR,"Russell to W Saha, FOUR, in the air and Nagarkoti"
webNLG,Shivam Mavi|Nabi|FOUR,"Shivam Mavi to Nabi, FOUR, slapped! A short of length"
webNLG,Russell|Nabi|FOUR,"Russell to Nabi, FOUR, 134.9kph, full toss on leg from"
webNLG,Russell|Nabi|OUT,"Russell to Nabi, out W Saha Run Out!! 1 run"
webNLG,Russell|Abhishek Sharma|OUT,"Russell to Abhishek Sharma, byes, 1 run, 140.6kph, shortish ball"
webNLG,Narine|Warner|SIX,"Narine to Warner, SIX, up, up and over long-on. Warner"
webNLG,Narine|Warner|FOUR,"Narine to Warner, FOUR, muscled past mid-on. Narine dropping it"
webNLG,Cummins|Bairstow|NO RUN,"Cummins to Bairstow, no run, fullish just outside off, Bairstow"
webNLG,Cummins|Bairstow|OUT,"Cummins to Bairstow, out Bowled!! Knocked him over. So, he"
webNLG,Shivam Mavi|Manish Pandey|SIX,"Shivam Mavi to Manish Pandey, SIX, that's Manish Pandey for"
webNLG,Cummins|Warner|FOUR,"Cummins to Warner, FOUR, there was a man at deep"
webNLG,Kuldeep Yadav|Manish Pandey|SIX,"Kuldeep Yadav to Manish Pandey, SIX, clean hitting from Pandey."
webNLG,Chakravarthy|Warner|OUT,"Chakravarthy to Warner, out Caught&Bowled!! First IPL scalp for Varun"
webNLG,Chakravarthy|W Saha|NO RUN,"Chakravarthy to W Saha, no run, it was the slider,"
webNLG,Udana|Rohit|SIX,"Udana to Rohit, SIX, that's one length you don't bowl"
webNLG,Udana|de Kock|FOUR,"Udana to de Kock, FOUR, in the air and just"
webNLG,Washington Sundar|Rohit|OUT,"Washington Sundar to Rohit, out Caught by (sub)Negi!! First time"
webNLG,Navdeep Saini|Ishan Kishan|SIX,"Navdeep Saini to Ishan Kishan, SIX, welcome back to the"
webNLG,Navdeep Saini|Ishan Kishan|SIX,"Navdeep Saini to Ishan Kishan, SIX, okay, Kishan has decided"
webNLG,Zampa|Hardik Pandya|OUT,"Zampa to Hardik Pandya, out Caught by (sub)Negi!! The celebration"
webNLG,Zampa|Ishan Kishan|SIX,"Zampa to Ishan Kishan, SIX, fifty for Ishan Kishan. It's"
webNLG,Chahal|Ishan Kishan|TWO,"Chahal to Ishan Kishan, 2 runs, They are checking for"
webNLG,Chahal|Ishan Kishan|SIX,"Chahal to Ishan Kishan, SIX, Mumbai need more of this."
webNLG,Chahal|Pollard|FOUR,"Chahal to Pollard, FOUR, chance? Nope, seems to have dropped"
webNLG,Navdeep Saini|Ishan Kishan|FOUR,"Navdeep Saini to Ishan Kishan, FOUR, gotta feel for Saini."
webNLG,Zampa|Pollard|FOUR,"Zampa to Pollard, FOUR, that's bullied down the ground at"
webNLG,Zampa|Pollard|SIX,"Zampa to Pollard, SIX, oh boyyyyy! Has Negi dropped the"
webNLG,Zampa|Pollard|SIX,"Zampa to Pollard, SIX, and he does. Rightaway! A rank"
webNLG,Zampa|Pollard|SIX,"Zampa to Pollard, SIX, told ya! Pollard is making that"
webNLG,Zampa|Pollard|THREE,"Zampa to Pollard, 3 runs, in the air.. another chance"
webNLG,Chahal|Pollard|SIX,"Chahal to Pollard, SIX, naahhh! Pollard ain't showing any mercy."
webNLG,Chahal|Ishan Kishan|SIX,"Chahal to Ishan Kishan, SIX, Kishan gets into the act"
webNLG,Chahal|Pollard|SIX,"Chahal to Pollard, SIX, 20-ball fifty for Pollard. What a"
webNLG,Navdeep Saini|Ishan Kishan|SIX,"Navdeep Saini to Ishan Kishan, SIX, my word! How did"
webNLG,Udana|Ishan Kishan|SIX,"Udana to Ishan Kishan, SIX, butter fingers everywhere for RCB."
webNLG,Udana|Ishan Kishan|SIX,"Udana to Ishan Kishan, SIX, Ishan Kishan, you beauty.. connects"
webNLG,Udana|Ishan Kishan|OUT,"Udana to Ishan Kishan, out Caught by Devdutt Padikkal!! More"
webNLG,Udana|Suryakumar Yadav|OUT,"Udana to Suryakumar Yadav, out Caught by de Villiers!! RCB"
webNLG,Udana|Ishan Kishan|FOUR,"Udana to Ishan Kishan, FOUR, that's a freebie first up."
webNLG,Udana|Pollard|FOUR,"Udana to Pollard, FOUR, IT's a TIE. The scores are"
webNLG,Navdeep Saini|Ishan Kishan|SIX,"Navdeep Saini to Ishan Kishan, SIX, shot! That's a fine"
webNLG,Chahal|de Kock|OUT,"Chahal to de Kock, out Caught by (sub)Negi!! This was"
webNLG,Zampa|Hardik Pandya|SIX,"Zampa to Hardik Pandya, SIX, that's a horrible delivery. Zampa"
webNLG,Boult|Devdutt Padikkal|FOUR,"Boult to Devdutt Padikkal, FOUR, that's a freebie for any"
webNLG,Pattinson|Finch|FOUR,"Pattinson to Finch, FOUR, edged and four, clear intention from"
webNLG,Rahul Chahar|Kohli|OUT,"Rahul Chahar to Kohli, out Caught by Rohit!! No. no."
webNLG,Pattinson|Devdutt Padikkal|SIX,"Pattinson to Devdutt Padikkal, SIX, now that is some shot!"
webNLG,Pattinson|Devdutt Padikkal|SIX,"Pattinson to Devdutt Padikkal, SIX, now the full flowing bat"
webNLG,Krunal Pandya|de Villiers|FOUR,"Krunal Pandya to de Villiers, FOUR, oh that seemed effortless."
webNLG,Krunal Pandya|Devdutt Padikkal|FOUR,"Krunal Pandya to Devdutt Padikkal, FOUR, they have been trying"
webNLG,Pollard|Devdutt Padikkal|FOUR,"Pollard to Devdutt Padikkal, FOUR, no pace on this length"
webNLG,Pollard|de Villiers|FOUR,"Pollard to de Villiers, FOUR, taking pace off is fine,"
webNLG,Bumrah|de Villiers|FOUR,"Bumrah to de Villiers, FOUR, if you are bowling full"
webNLG,Bumrah|de Villiers|SIX,"Bumrah to de Villiers, SIX, okay! Never bowl within the"
webNLG,Bumrah|de Villiers|SIX,"Bumrah to de Villiers, SIX, no Jas B! Unless you"
webNLG,Boult|Devdutt Padikkal|OUT,"Boult to Devdutt Padikkal, out Caught by Pollard!! Pollard takes"
webNLG,Boult|de Villiers|SIX,"Boult to de Villiers, SIX, just 4 runs off the"
webNLG,Bumrah|de Villiers|FOUR,"Bumrah to de Villiers, FOUR, Jas B isn't nailing those"
webNLG,Bumrah|Shivam Dube|FOUR,"Bumrah to Shivam Dube, FOUR, smart, really smart from Dube."
webNLG,Bumrah|de Villiers|SIX,"Bumrah to de Villiers, SIX, how high was that hit?"
webNLG,Pattinson|Shivam Dube|SIX,"Pattinson to Shivam Dube, SIX, wow! Really nice cameo this"
webNLG,Pattinson|Shivam Dube|SIX,"Pattinson to Shivam Dube, SIX, this is so stylish flicked!"
webNLG,Boult|Finch|NO RUN,"Boult to Finch, no run, chance and Rohit has dropped"
webNLG,Boult|Finch|SIX,"Boult to Finch, SIX, lovely, superbly played by Finch, length"
webNLG,Pattinson|Shivam Dube|SIX,"Pattinson to Shivam Dube, SIX, why? Just why? Coaches, experts"
webNLG,Pattinson|Finch|FOUR,"Pattinson to Finch, FOUR, cracking shot, Finch is on a"
webNLG,Rahul Chahar|Finch|FOUR,"Rahul Chahar to Finch, FOUR, lovely, Chahar was trying to"
webNLG,Rahul Chahar|Finch|FOUR,"Rahul Chahar to Finch, FOUR, back-to-back boundaries for Finch, this"
webNLG,Rahul Chahar|Finch|FOUR,"Rahul Chahar to Finch, FOUR, make it a hat-trick of"
webNLG,Bumrah|Devdutt Padikkal|FOUR,"Bumrah to Devdutt Padikkal, leg byes, FOUR, poor line from"
webNLG,Bumrah|Devdutt Padikkal|FOUR,"Bumrah to Devdutt Padikkal, FOUR, cracking shot, he isn't afraid"
webNLG,Krunal Pandya|Finch|FOUR,"Krunal Pandya to Finch, FOUR, nicely played, loopy delivery wide"
webNLG,Rahul Chahar|Finch|FOUR,"Rahul Chahar to Finch, FOUR, nicely played, fifty for Finch,"
webNLG,Boult|Devdutt Padikkal|FOUR,"Boult to Devdutt Padikkal, FOUR, this is smart batting. Looked"
webNLG,Boult|Finch|OUT,"Boult to Finch, out Caught by Pollard!! Catching practice for"
webNLG,Bhuvneshwar|Prithvi Shaw|OUT,"Bhuvneshwar to Prithvi Shaw, out Caught by Bairstow!! There is"
webNLG,Rashid Khan|Dhawan|OUT,"Rashid Khan to Dhawan, out Caught by Bairstow!! SHR review"
webNLG,Abhishek Sharma|Pant|SIX,"Abhishek Sharma to Pant, SIX, and there's the insult rubbed"
webNLG,Abhishek Sharma|Pant|SIX,"Abhishek Sharma to Pant, SIX, more insult -- off a"
webNLG,T Natarajan|Pant|FOUR,"T Natarajan to Pant, leg byes, FOUR, 135kph, high full"
webNLG,Khaleel Ahmed|Hetmyer|SIX,"Khaleel Ahmed to Hetmyer, SIX, 137kph, feeds a full toss"
webNLG,Khaleel Ahmed|Hetmyer|SIX,"Khaleel Ahmed to Hetmyer, SIX, picks the off-cutter for treatment"
webNLG,Bhuvneshwar|Hetmyer|OUT,"Bhuvneshwar to Hetmyer, out Caught by Manish Pandey!! One bobble,"
webNLG,Bhuvneshwar|Stoinis|FOUR,"Bhuvneshwar to Stoinis, FOUR, 122.6kph, back of a length, slow,"
webNLG,Bhuvneshwar|Pant|FOUR,"Bhuvneshwar to Pant, FOUR, 120.2kph, whacks it alright. Kumar once"
webNLG,Rashid Khan|Pant|OUT,"Rashid Khan to Pant, out Caught by Priyam Garg!! Rashid"
webNLG,T Natarajan|Stoinis|OUT,"T Natarajan to Stoinis, out Lbw!! LBW reviewed compulsively with"
webNLG,Bhuvneshwar|Rabada|FOUR,"Bhuvneshwar to Rabada, FOUR, 139.5kph, full toss. Rabada slices, has"
webNLG,Khaleel Ahmed|Rabada|TWO,"Khaleel Ahmed to Rabada, 2 runs, dropped -- and it's"
webNLG,Khaleel Ahmed|Axar|OUT,"Khaleel Ahmed to Axar, out Bowled!! Through him. A big"
webNLG,Bhuvneshwar|Dhawan|FOUR,"Bhuvneshwar to Dhawan, FOUR, shot of the evening so far!"
webNLG,Khaleel Ahmed|Rabada|SIX,"Khaleel Ahmed to Rabada, SIX .. and he'll finally get"
webNLG,T Natarajan|Dhawan|FOUR,"T Natarajan to Dhawan, FOUR, chipped over mid-on. Dances out"
webNLG,Khaleel Ahmed|Dhawan|FOUR,"Khaleel Ahmed to Dhawan, FOUR, Dhawan knows Iyer is biding"
webNLG,Khaleel Ahmed|Shreyas Iyer|FOUR,"Khaleel Ahmed to Shreyas Iyer, FOUR, a junk from Ahmed"
webNLG,T Natarajan|Shreyas Iyer|FOUR,"T Natarajan to Shreyas Iyer, FOUR, quality shot from Iyer."
webNLG,Rashid Khan|Shreyas Iyer|OUT,"Rashid Khan to Shreyas Iyer, out Caught by Abdul Samad!!"
webNLG,Rashid Khan|Dhawan|FOUR,"Rashid Khan to Dhawan, FOUR, excellent execution of the sweep."
webNLG,Rabada|Warner|FOUR,"Rabada to Warner, FOUR, nicely played, tad too full and"
webNLG,Mishra|Bairstow|FOUR,"Mishra to Bairstow, FOUR, cracking shot, dropped short and wide"
webNLG,Axar|Bairstow|FOUR,"Axar to Bairstow, FOUR, brilliant placement! There is a long-on"
webNLG,Mishra|Manish Pandey|OUT,"Mishra to Manish Pandey, out Caught by Rabada!! Weird shot"
webNLG,Mishra|Williamson|ONE,"Mishra to Williamson, 1 run, slight hesitation but they get"
webNLG,Mishra|Williamson|FOUR,"Mishra to Williamson, FOUR, chipped over a leaping extra cover!"
webNLG,Nortje|Williamson|FOUR,"Nortje to Williamson, FOUR, terrific placement! Fine leg and deep"
webNLG,Nortje|Williamson|FOUR,"Nortje to Williamson, FOUR, what a shot! Mid-off up, the"
webNLG,Stoinis|Williamson|FOUR,"Stoinis to Williamson, FOUR, Williamson is unleashing himself! Full and"
webNLG,Stoinis|Williamson|FOUR,"Stoinis to Williamson, FOUR, he is toying around with the"
webNLG,Rabada|Bairstow|TWO,"Rabada to Bairstow, 2 runs, fifty for Bairstow and also"
webNLG,Rabada|Bairstow|OUT,"Rabada to Bairstow, out Caught by Nortje!! You can't deny"
webNLG,Nortje|Abdul Samad|FOUR,"Nortje to Abdul Samad, FOUR, top-edge but goes to the"
webNLG,Nortje|Abdul Samad|SIX,"Nortje to Abdul Samad, SIX, he's got hold of this"
webNLG,Rabada|Williamson|OUT,"Rabada to Williamson, out Caught by Axar!! Holes out to"
webNLG,Stoinis|Warner|ONE,"Stoinis to Warner, 1 run, a direct hit and even"
webNLG,Stoinis|Bairstow|ONE,"Stoinis to Bairstow, leg byes, 1 run, appeal for LBW"
webNLG,Nortje|Bairstow|ONE,"Nortje to Bairstow, 1 run, chance and Shreyas can't hold"
webNLG,Nortje|Warner|SIX,"Nortje to Warner, SIX, cracking shot, Warner breaks the shackles"
webNLG,Nortje|Warner|FOUR,"Nortje to Warner, FOUR, back-to-back boundaries for Warner - this"
webNLG,Mishra|Bairstow|SIX,"Mishra to Bairstow, SIX, clubbed, nicely tossed up outside off,"
webNLG,Mishra|Warner|TWO,"Mishra to Warner, 2 runs, good running from Warner, nudged"
webNLG,Ishant|Warner|SIX,"Ishant to Warner, SIX, lovely, the slower ball from Ishant,"
webNLG,Mishra|Warner|FOUR,"Mishra to Warner, FOUR, Warner sets himself up for the"
webNLG,Mishra|Warner|OUT,"Mishra to Warner, out Caught by Pant!! Another attempted reverse"
webNLG,Rajpoot|Shubman Gill|SIX,"Rajpoot to Shubman Gill, SIX, has that gone the distance?"
webNLG,Rahul Tewatia|Nitish Rana|OUT,"Rahul Tewatia to Nitish Rana, out Caught by Riyan Parag!!"
webNLG,Shreyas Gopal|Shubman Gill|FOUR,"Shreyas Gopal to Shubman Gill, FOUR, Archer is disappointed with"
webNLG,Jofra Archer|Shubman Gill|OUT,"Jofra Archer to Shubman Gill, out Caught&Bowled!! And Archer strikes."
webNLG,Shreyas Gopal|Russell|SIX,"Shreyas Gopal to Russell, SIX, there he goes! First of"
webNLG,Shreyas Gopal|Russell|SIX,"Shreyas Gopal to Russell, SIX, number 2! Gopal is erring"
webNLG,Jofra Archer|Karthik|OUT,"Jofra Archer to Karthik, out Caught by Buttler!! Archer is"
webNLG,Rajpoot|Russell|SIX,"Rajpoot to Russell, SIX, this is a buffet delivery for"
webNLG,Rajpoot|Russell|OUT,"Rajpoot to Russell, out Caught by Unadkat!! And gone! Rajasthan"
webNLG,Jofra Archer|Cummins|FOUR,"Jofra Archer to Cummins, FOUR, first boundary conceded by Archer."
webNLG,Jofra Archer|Morgan|SIX,"Jofra Archer to Morgan, SIX, oh no! Curran has palmed"
webNLG,Tom Curran|Morgan|FOUR,"Tom Curran to Morgan, FOUR, Morgan is switching gears now."
webNLG,Tom Curran|Cummins|OUT,"Tom Curran to Cummins, out Caught by Samson!! Wow! Has"
webNLG,Rajpoot|K Nagarkoti|ONE,"Rajpoot to K Nagarkoti, 1 run, full and close to"
webNLG,Rajpoot|K Nagarkoti|FOUR,"Rajpoot to K Nagarkoti, FOUR, that's poor planning by Rajpoot."
webNLG,Tom Curran|Morgan|SIX,"Tom Curran to Morgan, SIX, and he's got the distance."
webNLG,Unadkat|Narine|ONE,"Unadkat to Narine, 1 run, dropped! The ex KKR player"
webNLG,Rajpoot|Narine|FOUR,"Rajpoot to Narine, FOUR, four runs! Will he make them"
webNLG,Rajpoot|Shubman Gill|FOUR,"Rajpoot to Shubman Gill, FOUR, short and punished! I mean"
webNLG,Unadkat|Narine|SIX,"Unadkat to Narine, SIX, that shall give him some confidence."
webNLG,Unadkat|Narine|FOUR,"Unadkat to Narine, FOUR, each and every run will hurt"
webNLG,Unadkat|Narine|OUT,"Unadkat to Narine, out Bowled!! Oh yeah, Robbie will be"
webNLG,Tom Curran|Nitish Rana|FOUR,"Tom Curran to Nitish Rana, FOUR, finally Nitish Rana gets"
webNLG,Shreyas Gopal|Shubman Gill|FOUR,"Shreyas Gopal to Shubman Gill, FOUR, a half-tracker by Shreyas"
webNLG,Riyan Parag|Nitish Rana|SIX,"Riyan Parag to Nitish Rana, SIX, Rana welcomes Riyan Parag"
webNLG,Shreyas Gopal|Shubman Gill|FOUR,"Shreyas Gopal to Shubman Gill, FOUR, such an artist! This"
webNLG,Shreyas Gopal|Shubman Gill|FOUR,"Shreyas Gopal to Shubman Gill, FOUR, smashed down the ground!"
webNLG,Rahul Tewatia|Nitish Rana|FOUR,"Rahul Tewatia to Nitish Rana, FOUR, Samson dives at deep"
webNLG,Rajpoot|Shubman Gill|SIX,"Rajpoot to Shubman Gill, SIX, has that gone the distance?"
webNLG,Rahul Tewatia|Nitish Rana|OUT,"Rahul Tewatia to Nitish Rana, out Caught by Riyan Parag!!"
webNLG,Shreyas Gopal|Shubman Gill|FOUR,"Shreyas Gopal to Shubman Gill, FOUR, Archer is disappointed with"
webNLG,Jofra Archer|Shubman Gill|OUT,"Jofra Archer to Shubman Gill, out Caught&Bowled!! And Archer strikes."
webNLG,Shreyas Gopal|Russell|SIX,"Shreyas Gopal to Russell, SIX, there he goes! First of"
webNLG,Shreyas Gopal|Russell|SIX,"Shreyas Gopal to Russell, SIX, number 2! Gopal is erring"
webNLG,Jofra Archer|Karthik|OUT,"Jofra Archer to Karthik, out Caught by Buttler!! Archer is"
webNLG,Rajpoot|Russell|SIX,"Rajpoot to Russell, SIX, this is a buffet delivery for"
webNLG,Rajpoot|Russell|OUT,"Rajpoot to Russell, out Caught by Unadkat!! And gone! Rajasthan"
webNLG,Jofra Archer|Cummins|FOUR,"Jofra Archer to Cummins, FOUR, first boundary conceded by Archer."
webNLG,Jofra Archer|Morgan|SIX,"Jofra Archer to Morgan, SIX, oh no! Curran has palmed"
webNLG,Tom Curran|Morgan|FOUR,"Tom Curran to Morgan, FOUR, Morgan is switching gears now."
webNLG,Tom Curran|Cummins|OUT,"Tom Curran to Cummins, out Caught by Samson!! Wow! Has"
webNLG,Rajpoot|K Nagarkoti|ONE,"Rajpoot to K Nagarkoti, 1 run, full and close to"
webNLG,Rajpoot|K Nagarkoti|FOUR,"Rajpoot to K Nagarkoti, FOUR, that's poor planning by Rajpoot."
webNLG,Tom Curran|Morgan|SIX,"Tom Curran to Morgan, SIX, and he's got the distance."
webNLG,Unadkat|Narine|ONE,"Unadkat to Narine, 1 run, dropped! The ex KKR player"
webNLG,Rajpoot|Narine|FOUR,"Rajpoot to Narine, FOUR, four runs! Will he make them"
webNLG,Rajpoot|Shubman Gill|FOUR,"Rajpoot to Shubman Gill, FOUR, short and punished! I mean"
webNLG,Unadkat|Narine|SIX,"Unadkat to Narine, SIX, that shall give him some confidence."
webNLG,Unadkat|Narine|FOUR,"Unadkat to Narine, FOUR, each and every run will hurt"
webNLG,Unadkat|Narine|OUT,"Unadkat to Narine, out Bowled!! Oh yeah, Robbie will be"
webNLG,Tom Curran|Nitish Rana|FOUR,"Tom Curran to Nitish Rana, FOUR, finally Nitish Rana gets"
webNLG,Shreyas Gopal|Shubman Gill|FOUR,"Shreyas Gopal to Shubman Gill, FOUR, a half-tracker by Shreyas"
webNLG,Riyan Parag|Nitish Rana|SIX,"Riyan Parag to Nitish Rana, SIX, Rana welcomes Riyan Parag"
webNLG,Shreyas Gopal|Shubman Gill|FOUR,"Shreyas Gopal to Shubman Gill, FOUR, such an artist! This"
webNLG,Shreyas Gopal|Shubman Gill|FOUR,"Shreyas Gopal to Shubman Gill, FOUR, smashed down the ground!"
webNLG,Rahul Tewatia|Nitish Rana|FOUR,"Rahul Tewatia to Nitish Rana, FOUR, Samson dives at deep"
webNLG,Boult|Agarwal|FOUR,"Boult to Agarwal, FOUR, if the idea was to surprise"
webNLG,Boult|Rahul|FOUR,"Boult to Rahul, FOUR, the short ball didn't work against"
webNLG,Pattinson|Agarwal|FOUR,"Pattinson to Agarwal, FOUR, backs away, receives one that is"
webNLG,Rahul Chahar|Pooran|OUT,"Rahul Chahar to Pooran, leg byes, 1 run, Pooran tried"
webNLG,Rahul Chahar|Pooran|SIX,"Rahul Chahar to Pooran, SIX, Nic Pooran in the house"
webNLG,Bumrah|Pooran|FOUR,"Bumrah to Pooran, FOUR, harmless short of length delivery, sits"
webNLG,Pattinson|Pooran|TWO,"Pattinson to Pooran, 2 runs, in the airrr, Hardik Pandya"
webNLG,Pattinson|Pooran|OUT,"Pattinson to Pooran, out Caught by de Kock!! A game"
webNLG,Rahul Chahar|Maxwell|OUT,"Rahul Chahar to Maxwell, out Caught by Boult!! Okay it's"
webNLG,Bumrah|Neesham|OUT,"Bumrah to Neesham, out Caught by Suryakumar Yadav!! Caught off"
webNLG,Boult|Sarfaraz Khan|FOUR,"Boult to Sarfaraz Khan, FOUR, now that makes a lot"
webNLG,Pattinson|Sarfaraz Khan|OUT,"Pattinson to Sarfaraz Khan, out Lbw!! That's a toe-crusher at"
webNLG,Boult|Ravi Bishnoi|OUT,"Boult to Ravi Bishnoi, out Caught by Suryakumar Yadav!! SKY"
webNLG,Boult|Gowtham|FOUR,"Boult to Gowtham, FOUR, sliced with one hand, full and"
